author;title;date;lang_TALD;lang_world;branch_TALD;branch_world;url;from_TALD;from_Glottolog;from_Scholar;from_rsl
Polinsky M.;Indexical shift in Tsez;2015;Tsez;Tsez;Tsezic;Tsezic;;0;0;1;0
Polinsky M.;Tsez Syntax: A Description;2015;Tsez;Tsez;Tsezic;Tsezic;;1;1;1;0
Polinsky M.;Agreement in Archi from a minimalist perspective;2016;Archi;Archi;Lezgic;Lezgic;;0;0;1;0
Polinsky M.;AGREEMENT IN ARCHI: A MINIMALIST APPROACH;2016;Archi;Archi;Lezgic;Lezgic;;0;0;1;0
Polinsky M.;Some remarks on the Nakh-Dagestanian affective construction;2021;Tsez;Tsez;Tsezic;Tsezic;;0;0;1;0
Polinsky M.;Där c’ik’iw teqa retiχ ‘I want to understand everything’: Tsez verbs of perception and cognition;2025;Tsez;Tsez;Tsezic;Tsezic;;0;0;1;0
Polinsky M. and Potsdam E.;Backward control in Tsez;2000;Tsez;Tsez;Tsezic;Tsezic;;0;0;1;0
Polinsky M. and Potsdam E.;Long-Distance Agreement and Topic in Tsez;2001;Tsez;Tsez;Tsezic;Tsezic;;0;1;1;0
Polinsky M. and Radkevich N.B.;Biabsolutives in Archi;2014;Archi;Archi;Lezgic;Lezgic;;0;0;1;0
Rabadanova L.N.;Лингвокультурологический анализ урбанонимов в разносистемных языках (английском, русском и даргинском);2019;Northern Dargwa;Dargwa;Dargwic;Dargwic;https://search.rsl.ru/ru/record/01010117266;0;0;0;1
Rabadanova S.M.;Даргинская антропонимическая система в сопоставлении с русской и английской;2000;Northern Dargwa;Dargwa;Dargwic;Dargwic;https://search.rsl.ru/ru/record/01000297041;0;0;0;1
Radzhabov R.N.;Глагольное словоизменение в цезском языке;1992;Tsez;Tsez;Tsezic;Tsezic;https://search.rsl.ru/ru/record/01000184365;0;0;0;1
Radzhabov R.N.;Синтаксис цезского языка;1999;Tsez;Tsez;Tsezic;Tsezic;;0;1;0;0
Radzhabova R.G.;Фонетические, морфологические и лексические особенности салтинского говора аварского языка: по данным речи села Аркас;2012;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01005508412;1;0;0;1
Ragimova V.M.;Фазовые глаголы в лезгинском и немецком языках;2005;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01002750585;0;0;0;1
Rakhmanova N.M.;Масдар в лезгинском языке и его корреляты в английском;2011;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01004930565;0;0;0;1
Ramaldanov A.R.;Структурно-грамматическая характеристика именных фразеологических единиц лезгинского языка;1994;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01000172894;0;0;0;1
Ramazanov M.R.;Агульско-русский словарь;2010;Aghul;Aghul;Lezgic;Lezgic;;1;1;0;0
Ramazanov M.R.;Агъул чIаланна Iуьрус чIалан калимлама: 40 агъзуралас алтухъ гафар а;2010;Aghul;Aghul;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01009462025;0;0;0;1
Ramazanova A.Kh.;Категория дерогативности в разносистемных языках: семантика и функционирование: на материале даргинского, английского, русского и турецкого языков;2011;Northern Dargwa;Dargwa;Dargwic;Dargwic;https://search.rsl.ru/ru/record/01004958133;0;0;0;1
Ramazanova A.Kh.;К вопросу о дерогативах в даргинском языке;2012;Northern Dargwa;Dargwa;Dargwic;Dargwic;;0;0;1;0
Ramazanova A.Kh.;Категория дерогативности в разносистемных языках: на материале даргинского, английского, русского и турецкого языков;2012;Northern Dargwa;Dargwa;Dargwic;Dargwic;;0;0;1;0
Ramazanova L.D.;Структурный и семантический анализ топонимов и микротопонимов Ахтынского района Республики Дагестан;2023;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01011862189;0;0;0;1
Ramazanova L.R.;Сопоставительный анализ фразообразования в лезгинском и французском языках: На материале соматических фразеологических единиц;2004;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01002737702;0;0;0;1
Ramazanova M.R.;Структура и семантика фразеологических единиц лакского языка;2000;Lak;Lak;Lak;Lak;https://search.rsl.ru/ru/record/01000272907;0;0;0;1
Ramazanova P.M.;Омонимы в современном аварском языке;2002;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01002296006;0;0;0;1
Ramazanova R.M.;Послелоги в аварском языке в их сопоставлении с английскими пространственными предлогами в непространственном значении;2009;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01004567607;0;0;0;1
Ramazanova U.K.;"Концепты ""эмоции"" и ""интеллект"" в лакской и русской фразеологии";2012;Lak;Lak;Lak;Lak;https://search.rsl.ru/ru/record/01005017894;0;0;0;1
Ramazanova Z.M.;Дифференциальные семантико-морфологические особенности именных частей речи табасаранского языка;2007;Tabasaran;Tabasaran;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01003315543;0;0;0;1
Ramazanova Z.M.;Сопоставительное исследование гендерной фразеологии лакского, русского и английского языков;2011;Lak;Lak;Lak;Lak;https://search.rsl.ru/ru/record/01005396830;0;0;0;1
Ramazanova Z.M.;Гендерные репрезентации во фразеологии лакского, русского и английского языков;2015;Lak;Lak;Lak;Lak;https://search.rsl.ru/ru/record/01008073663;0;0;0;1
Rashidov A.A.;Глагол рутульского языка: По данным с. Ихрек;1993;Rutul;Rutul;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01007892648;0;0;0;1
Rashidova A.D.;Причастие в аварском языке;2005;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01004070290;0;0;0;1
Rashidova A.G.;Выражение пространственных отношений в лакском, английском и русском языках: на материале падежных систем, послелогов и предлогов;2013;Lak;Lak;Lak;Lak;https://search.rsl.ru/ru/record/01006566127;0;0;0;1
Rashidova A.G.;Выражение пространственных отношений на материале падежной системы, послелогов и предлогов в лакском, английском и русском языках;2018;Lak;Lak;Lak;Lak;https://search.rsl.ru/ru/record/01009885424;0;0;0;1
Rasulova N.M.;Императивные конструкции в андийских языках;2014;Upper Andi, Lower Andi, Northern Akhvakh, Southern Akhvakh, Chamalal;Akhvakh, Andi, Chamalal;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01007526567;0;0;0;1
Rasulova R.M.;Структурные типы простого предложения в даргинском языке;2005;Northern Dargwa;Dargwa;Dargwic;Dargwic;https://search.rsl.ru/ru/record/01002771352;0;0;0;1
Rizakhanova Z.Z.;Сопоставительное исследование частеречных признаков прилагательного в английском и лезгинском языках;2005;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01002934525;0;0;0;1
Rizvanova L.R.;Категории имени существительного аварского языка в сопоставлении с английским;2007;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01003318090;0;0;0;1
Rochant N.;LABILE VERBS IN ANDI (ZILO DIALECT);2017;Upper Andi;Andi;Avar-Andic;Avar-Andic;;0;0;1;0
Rochant N.;Morphologie, syntaxe et sémantique des verbes causatifs synthétiques dans un dialecte andi;2017;Upper Andi;Andi;Avar-Andic;Avar-Andic;;0;0;1;0
Rochant N.;Spotting labile verbs in Zilo Andi;2017;Upper Andi;Andi;Avar-Andic;Avar-Andic;;0;0;1;0
Rochant N.;P-labile verbs in Andi: A Two-phase Emergence?;2018;Upper Andi;Andi;Avar-Andic;Avar-Andic;;0;0;1;0
Rochant N.;Transitivization and detransitivization in the Caucasus: description of valence change operations in an Andi dialect;2018;Upper Andi;Andi;Avar-Andic;Avar-Andic;;0;0;1;0
Rochant N.;Causatives which do not cause: Refining the typology with the case of Andi;2019;Upper Andi;Andi;Avar-Andic;Avar-Andic;;0;0;1;0
Rochant N.;Causatives which do not cause: Refining the typology with the case of Andi (Nakh-Daghestanian);2019;Upper Andi;Andi;Avar-Andic;Avar-Andic;;0;0;1;0
Rochant N.;Lability in Andi;2019;Upper Andi;Andi;Avar-Andic;Avar-Andic;;0;0;1;0
Rochant N.;When a causative could hide a plural marker: A quest for the origins of the causative in Andi (Nakh-Daghestanian);2019;Upper Andi;Andi;Avar-Andic;Avar-Andic;;0;0;1;0
Rochant N.;Why does the Andi causative suffix agree in number?;2019;Upper Andi;Andi;Avar-Andic;Avar-Andic;;0;0;1;0
Rochant N.;Bivalent patterns in Zilo Andi;2020;Upper Andi;Andi;Avar-Andic;Avar-Andic;;0;0;1;0
Rochant N.;The morphology of relationship in Andi;2022;Upper Andi;Andi;Avar-Andic;Avar-Andic;;0;0;1;0
Rochant N.;Back to the roots of Andi P-lability;2024;Upper Andi;Andi;Avar-Andic;Avar-Andic;;0;0;1;0
Rochant N. and Verhees S.;The (auxiliary) verb b-iʁidu in Andi;2017;Upper Andi;Andi;Avar-Andic;Avar-Andic;;0;0;1;0
Roncero K.;An audio-visual documentation of Chamalal, a language of Dagestan (Russia);2019;Chamalal;Chamalal;Avar-Andic;Avar-Andic;;1;0;0;0
Roncero K.;Gakvarian Chamalal (Dagestan and Chechnya) – Language Snapshot;2021;Chamalal;Chamalal;Avar-Andic;Avar-Andic;;1;1;1;0
Rudnev P.;Рефлексивы в дагестанских языках и природа анафорических отношений;2011;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Rudnev P.;Matrix constituent interrogatives in Avar;2012;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Rudnev P.;Dependency and discourse-configurationality: A study of Avar negation;2015;Avar;Avar;Avar-Andic;Avar-Andic;;0;1;1;0
Rudnev P.;Events, locations and situations: On the interaction of negation and finiteness in Avar;2015;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Rudnev P.;Locations and situations. On the interaction of negation and finiteness in Avar;2015;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Rudnev P.;Particles, disjunctions and inquisitivity in Avar;2016;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Rudnev P.;Minimal pronouns, logophoricity and long-distance reflexivisation in Avar;2017;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Rudnev P.;‘External’ agreement in Avar and theories of Agree;2019;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Rudnev P.;Agreeing Adpositions in Avar and the Directionality-of-Valuation Debate;2020;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Rudnev P.;The Anaphor Agreement Effect is not about featural deficiency: Evidence from Avar;2020;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Saadiev Sh.M.;Кимильский говор лезгинского языка;1961;Lezgian;Lezgian;Lezgic;Lezgic;;0;1;0;0
Saadiev Sh.M.;Крызский язык;1968;Kryz;Kryz;Lezgic;Lezgic;;0;1;0;0
Saadiev Sh.M.;Опыт исследования крызского языка: в 2-х т.;1970;Kryz;Kryz;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01009929250;0;0;0;1
Saadiev Sh.M.;Kryts;1994;Kryz;Kryz;Lezgic;Lezgic;;1;1;0;0
Saadulaeva R.Shh.;Выражение пространственных отношений в лакском языке;2013;Lak;Lak;Lak;Lak;https://search.rsl.ru/ru/record/01006697633;0;0;0;1
Sadyki N.N.;Типология лезгинского местоимения в сравнении с английским;2016;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01008480471;0;0;0;1
Safaraliev N.E.;Русские заимствования в табасаранском языке;2009;Tabasaran;Tabasaran;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01004404748;0;0;0;1
Safaralieva E.Ya.;Антропонимика лезгинского языка;1980;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01008999458;0;0;0;1
Sagidova M.Ch.;Средства выражения вопроса в лезгинском языке: На материале современной художественной прозы;2002;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01002293286;0;0;0;1
Sagidova M.P.;Сравнительный структурно-семантический анализ соматических фразеологических единиц дагестанских языков: на материале аварского, даргинского, лакского, лезгинского и табасаранского языков;2013;Avar, Northern Dargwa, Lak, Lezgian, Tabasaran;Avar, Dargwa, Lak, Lezgian, Tabasaran;Avar-Andic, Dargwic, Lak, Lezgic;Avar-Andic, Dargwic, Lak, Lezgic;https://search.rsl.ru/ru/record/01006612001;0;0;0;1
Sagova M.B.;Семантика и прагматика английских зооморфных фразеологизмов и их эквивалентов в ингушском языке;2016;Ingush;Ingush;Nakh;Nakh;https://search.rsl.ru/ru/record/01008289715;0;0;0;1
Saidov M.D.;Аварско-русский словарь: около 18 000 слов;1967;Avar;Avar;Avar-Andic;Avar-Andic;;0;1;0;0
Saidova B.K.;Образование сложных слов в даргинском литературном языке;2010;Northern Dargwa;Dargwa;Dargwic;Dargwic;https://search.rsl.ru/ru/record/01004721500;0;0;0;1
Saidova P.A.;Грамматический очерк годоберинского языка;1964;Godoberi;Godoberi;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01010537662;0;0;0;1
Saidova P.A.;Годоберинский язык. Грамматический очерк, тексты, словарь;1973;Godoberi;Godoberi;Avar-Andic;Avar-Andic;;1;1;0;0
Saidova P.A.;Ботлихский язык;2001;Botlikh;Botlikh;Avar-Andic;Avar-Andic;;1;0;0;0
Saidova P.A.;Ghodoberi;2004;Godoberi;Godoberi;Avar-Andic;Avar-Andic;;0;1;0;0
Saidova P.A.;Годоберинско-русский словарь;2006;Godoberi;Godoberi;Avar-Andic;Avar-Andic;;1;1;0;0
Saidova P.A.;Диалектологический словарь аварского языка: около 8 000 слов;2008;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01004047300;1;1;0;1
Saidova P.A.;Ботлихско-русский словарь;2012;Botlikh;Botlikh;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01005466535;1;1;0;1
Saidova P.A.;Закатальский диалект аварского языка;2012;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01005464809;1;1;0;1
Saidova P.A.;Словарь андалальского диалекта аварского языка;2019;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01010538479;0;0;0;1
Saidova Ya.M.;Служебные слова в рутульском языке;2003;Rutul;Rutul;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01003296457;0;0;0;1
Saidova Ya.M.;Функционально-семантическая характеристика служебных слов рутульского языка;2012;Rutul;Rutul;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01006688921;0;0;0;1
Salamova R.A.;мелхинский говор чеченского языка;1984;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01008723113;0;0;0;1
Salamova Z.M.;Животноводческая лексика в говорах анцухского диалекта аварского языка;2003;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01002342314;0;0;0;1
Salimov Kh.S.;Гагатлинский говор андийского языка;2010;Upper Andi;Andi;Avar-Andic;Avar-Andic;;1;1;0;0
Samedov Dzh.S.;Некоторые вопросы лексики арчинского языка;1975;Archi;Archi;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01009652474;0;0;0;1
Samedov Dzh.S.;Сложное предложение в аварском языке в сопоставлении с русским;1996;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01004030229;0;0;0;1
Samedov Dzh.S.;Очерки синтаксиса сложного предложения аварского языка;2020;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01010496316;0;0;0;1
Samedov Dzh.S.;Синтаксис сложного предложения арчинского языка;2021;Archi;Archi;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01010695394;0;0;0;1
Samedov M.D.;Фразеологические единицы, обозначающие эмоциональные и интеллектуальные состояния человека, в английском и арчинском языках;2006;Archi;Archi;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01002977253;0;0;0;1
Schiefner A.;Versuch über die Thusch-Sprache;1856;Tsova-Tush;Tsova-Tush;Nakh;Nakh;;0;1;0;0
Schiefner A.;Versuch über das Awarische;1862;Avar;Avar;Avar-Andic;Avar-Andic;;0;1;0;0
Schiefner A.;Versuch über die Sprache der Uden;1863;Udi;Udi;Lezgic;Lezgic;;0;1;0;0
Schiefner A.;Tschetschenzische Studien;1864;Chechen;Chechen;Nakh;Nakh;;0;1;0;0
Schiefner A.;Awarische Texte;2008;Avar;Avar;Avar-Andic;Avar-Andic;;0;1;0;0
Schreur J.W.;Intense language contact in Eastern Georgia: The case of Tsova-Tush;2024;Tsova-Tush;Tsova-Tush;Nakh;Nakh;;0;1;0;0
Schulze W.;Die Sprache der Uden in Nord-Azerbajdžan: Studien zur Synchronie und Diachronie einer süd-ostkaukasischen Sprache;1982;Udi;Udi;Lezgic;Lezgic;;1;1;1;0
Schulze W.;Remarks on the case system of the Lezgian languages;1984;Lezgian;Lezgian;Lezgic;Lezgic;;0;0;1;0
Schulze W.;Studien zur Rekonstruktion des Lautstandes der süd-ostkaukasischen (lezgischen) Grundsprache;1988;Lezgian;Lezgian;Lezgic;Lezgic;;0;0;1;0
Schulze W.;The Udi language. A grammatical sketch;1994;Udi;Udi;Lezgic;Lezgic;;1;1;0;0
Schulze W.;Towards a typology of the accusative ergative continuum: The case of East Caucasian;1997;Tabasaran;Tabasaran;Lezgic;Lezgic;;0;0;1;0
Schulze W.;Tsakhur;1997;Tsakhur;Tsakhur;Lezgic;Lezgic;;0;1;1;0
Schulze W.;Cezisch;1998;Tsez;Tsez;Tsezic;Tsezic;;0;1;0;0
Schulze W.;An Udi Online Grammar;2001;Udi;Udi;Lezgic;Lezgic;;0;0;1;0
Schulze W.;The Udi gospels: annotated text, etymological index, lemmatized concordance;2001;Udi;Udi;Lezgic;Lezgic;;0;1;1;0
Schulze W.;The Udi language: A grammatical description with sample text;2001;Udi;Udi;Lezgic;Lezgic;;0;0;1;0
Schulze W.;The loan layers of Udi: Armenian;2002;Udi;Udi;Lezgic;Lezgic;;0;0;1;0
Schulze W.;Pragmasyntax: Towards a cognitive typology of the Attention Information Flow in Udi narratives;2004;Udi;Udi;Lezgic;Lezgic;;0;0;1;0
Schulze W.;A functional grammar of Udi;2005;Udi;Udi;Lezgic;Lezgic;;1;1;1;0
Schulze W.;From case to case in Udi;2005;Udi;Udi;Lezgic;Lezgic;;0;0;1;0
Schulze W.;Towards a history of Udi;2005;Udi;Udi;Lezgic;Lezgic;;0;0;1;0
Schulze W.;Deictic strategies in Udi;2006;Udi;Udi;Lezgic;Lezgic;;1;0;1;0
Schulze W.;The Lak Language: A Quick Reference;2007;Lak;Lak;Lak;Lak;;0;1;1;0
Schulze W.;Towards a History of Khinalug;2008;Khinalug;Khinalug;Khinalug;Khinalug;;0;0;1;0
Schulze W.;A new model of metaphorization: Case semantics in East Caucasian;2009;Aghul, Udi;Aghul, Udi;Lezgic;Lezgic;;0;0;1;0
Schulze W.;Vier neuere udische Texte;2009;Udi;Udi;Lezgic;Lezgic;;0;0;1;0
Schulze W.;A brief note on Udi-Armenian relations;2011;Udi;Udi;Lezgic;Lezgic;;0;0;1;0
Schulze W.;The origins of personal agreement clitics in Caucasian Albanian and Udi;2011;Udi;Udi;Lezgic;Lezgic;;0;0;1;0
Schulze W.;Some notes on the relationship between Caucasian Albanian and Udi;2013;Udi;Udi;Lezgic;Lezgic;;0;0;1;0
Schulze W.;The Formation of Udi Plurals;2013;Udi;Udi;Lezgic;Lezgic;;0;0;1;0
Schulze W.;Aspects of Udi-Iranian language contact;2015;Udi;Udi;Lezgic;Lezgic;;0;0;1;0
Schulze W.;From Caucasian Albanian to Udi;2015;Udi;Udi;Lezgic;Lezgic;;0;1;1;0
Schulze W.;Khinalug;2016;Khinalug;Khinalug;Khinalug;Khinalug;;1;0;1;0
Schulze W.;Lak;2016;Lak;Lak;Lak;Lak;;1;0;0;0
Schulze W.;Textual resources for Udi;2016;Udi;Udi;Lezgic;Lezgic;;0;0;1;0
Schulze W.;Udi;2016;Udi;Udi;Lezgic;Lezgic;;1;0;1;0
Schulze W.;Caucasian Albanian and the Question of Language and Ethnicity;2017;Udi;Udi;Lezgic;Lezgic;;0;1;0;0
Schulze W.;How much Udi is Udi?;2017;Udi;Udi;Lezgic;Lezgic;;0;0;1;0
Schulze W.;Khinalug in its Genetic Context: Some Methodological Considerations;2018;Khinalug;Khinalug;Khinalug;Khinalug;;0;0;1;0
Sejfaddinova D.S.;Устаревшая и инновационная лексика лезгинского языка;2008;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01004040852;0;0;0;1
Selimova Z.O.;Структурная и лексико-грамматическая характеристика сложных имен в современном лезгинском литературном языке;2009;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01004394174;0;0;0;1
Selimova Z.O.;Сложные имена в лезгинском языке;2013;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01006738585;0;0;0;1
Selmurzaeva Kh.R.;Кумыкские заимствования в чеченском языке;2012;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01006519489;0;0;0;1
Selmurzaeva Kh.R.;Лексико-семантическое осовение тюрксикх заимствований в чеченском языке: на материале кумыкского языка;2012;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01005420075;0;0;0;1
Sergeeva G.A.;Арчинцы;1967;Archi;Archi;Lezgic;Lezgic;;0;1;0;0
Shabanova O.V.;Шимихюрский говор лезгинского языка;2006;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01003011328;1;0;0;1
Shakhbanova A.R.;"Картина мира соматизма oculus ""глаз"" в языках различных типологий: на материале лезгинского, русского и французского языков";2014;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01007533766;0;0;0;1
Shakhbanova D.N.;Бутринский говор даргинского языка: фонетические и морфологические особенности;2007;Usisha-Butri, Northern Dargwa;Dargwa;Dargwic;Dargwic;https://search.rsl.ru/ru/record/01003315269;1;0;0;1
Shakhbanova P.B.;Семантические и структурные особенности междометий в аварском языке;2006;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01002934922;0;0;0;1
Shakhbanova P.B.;Междометие в аварском языке;2023;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01012559784;0;0;0;1
Shakhbanova P.G.;Фонетические и морфологические особенности карбачимахинского говора даргинского языка;2011;Southwestern Dargwa;Dargwa;Dargwic;Dargwic;https://search.rsl.ru/ru/record/01004972742;1;0;0;1
Shakhbanova Z.I.;Функционально-семантическая характеристика синонимов даргинского языка;2011;Northern Dargwa;Dargwa;Dargwic;Dargwic;https://search.rsl.ru/ru/record/01004955203;0;0;0;1
Shakhbieva M.Kh.-M.;Лексика художественной культуры в чеченском языке;1997;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01000161922;0;0;0;1
Shakhemirova S.V.;Фонетико-дистрибутивный анализ консонантизма разноструктурных языков: лезгинского, русского, английского;2012;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01006513105;0;0;0;1
Shakhmanova Z.E.;Словообразование существительных в лакском языке;2005;Lak;Lak;Lak;Lak;https://search.rsl.ru/ru/record/01003300933;0;0;0;1
Shakhova M.Kh.;Категория модальности и ее выражение в аварском литературном языке;1998;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01000228440;0;0;0;1
Shakhova M.Kh.;Выражение модальных значений в аварском литературном языке;2014;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01007846339;0;0;0;1
Shakhova M.Kh.;Сравнительно-типологический анализ именной морфологии аварского и русского языков;2024;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01013363874;0;0;0;1
Shakhshaeva L.M.;Англо-русско-лакский фразеологический словарь;1977;Lak;Lak;Lak;Lak;https://search.rsl.ru/ru/record/01007731441;0;0;0;1
Shakhshaeva M.M.;Роль русского языка в развитии и обогащении лексики лакского языка;1983;Lak;Lak;Lak;Lak;https://search.rsl.ru/ru/record/01008775401;0;0;0;1
Shamilova Z.M.;Типология адъективных форм глагола в разноструктурных языках: русском, лезгинском и немецком;2018;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01009987302;0;0;0;1
Shamilyova R.D.;Структурно-семантический анализ чеченских паремий;2011;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01004929810;0;0;0;1
Shamilyova R.D.;Чеченские пословицы и поговорки: лингвистический аспект: (с привлечением материала русского и английского языков);2012;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01006511532;0;0;0;1
Shamilyova R.D.;Семантика и структура чеченских паремий (с привлечением материала русского и английского языков);2018;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01010815773;0;0;0;1
Shamkhalova Z.A.;Источники формирования и структурно-семантическая характеристика антропонимической системы аварского языка;2010;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01004894992;0;0;0;1
Shamkhalova Z.K.;Функционально-семантическая категория модальности в ахвахском языке: на материале северного диалекта;2009;Northern Akhvakh;Akhvakh;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01004353069;0;0;0;1
Shamkhalova Zh.D.;Структурно-семантические типы простого предложения в лакском языке;2003;Lak;Lak;Lak;Lak;https://search.rsl.ru/ru/record/01002618572;0;0;0;1
Shamsudinova S.E.;Словообразование глаголов в лакском языке;2009;Lak;Lak;Lak;Lak;https://search.rsl.ru/ru/record/01004357286;0;0;0;1
Shaumyan R.M.;Грамматический очерк агульского языка: с текстами и словарем;1941;Aghul;Aghul;Lezgic;Lezgic;;0;1;0;0
Shavkhelishvili B. and Vamling Karina;Язык и музыка (на материале цова-тушинского (бацбийского) языка и фольклора);2010;Tsova-Tush;Tsova-Tush;Nakh;Nakh;;0;0;1;0
Shavkhelishvili B. and Vamling Karina;Дополнительные конструкции: на материале цова-тушинского (бацбийского) языка;2012;Tsova-Tush;Tsova-Tush;Nakh;Nakh;;0;0;1;0
Shavkhelishvili B.A.;Термины родства в нахских языках;1978;Chechen, Ingush, Tsova-Tush;Chechen, Ingush, Tsova-Tush;Nakh;Nakh;https://search.rsl.ru/ru/record/01009453849;0;0;0;1
Shavkhelishvili B.A.;Язык. Мышление. Этнос: лингвистические изыскания;2012;Tsova-Tush;Tsova-Tush;Nakh;Nakh;https://search.rsl.ru/ru/record/01006570805;0;0;0;1
Shejkhov E.M.;Лексико-грамматические классы глаголов в лезгинском языке;1983;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01008775433;0;0;0;1
Shejkhov E.M.;Система послелогов в будухском языке;1983;Budukh;Budukh;Lezgic;Lezgic;;1;0;0;0
Shejkhov E.M.;Сравнительная типология лезгинского и русского языков;1994;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01000172075;0;0;0;1
Shejkhov E.M.;Сопоставительная грамматика лезгинского и русского языков. Морфология. Синтаксис;2004;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01002508612;0;0;0;1
Shejkhova R.O.;"Соматические фразеологические единицы с компонентами ""голова"" и ""сердце"" аварского языка в сопоставлении с русским: На материале бухнадинского говора анцухского диалекта";2004;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01002738009;0;0;0;1
Shejkhova R.O.;"Диалектные особенности соматических фразеологических единиц с компонентами ""голова"" и ""сердце"" в бухнадинском говоре анцухского диалекта аварского языка";2011;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01005444151;0;0;0;1
